"","REG","PROV","NOME_REGIONE","NOME_PROVINCIA","NOME_COMUNE","COD_PROVCOM","DATA_INIZIO_DIFF","CL_ETA","GE","MASCHI_15","MASCHI_16","MASCHI_17","MASCHI_18","MASCHI_19","MASCHI_20","FEMMINE_15","FEMMINE_16","FEMMINE_17","FEMMINE_18","FEMMINE_19","FEMMINE_20","TOTALE_15","TOTALE_16","TOTALE_17","TOTALE_18","TOTALE_19","TOTALE_20"
"16",3,98,"Lombardia","Lodi","Bertonico",98002,"Dati 2020 n.d.",17,309,0,0,0,0,0,9999,0,0,0,1,0,9999,0,0,0,1,0,9999
"17",3,98,"Lombardia","Lodi","Bertonico",98002,"Dati 2020 n.d.",16,316,1,0,0,0,0,9999,0,0,0,0,0,9999,1,0,0,0,0,9999
"18",3,98,"Lombardia","Lodi","Bertonico",98002,"Dati 2020 n.d.",20,317,0,0,0,0,0,9999,0,0,0,1,0,9999,0,0,0,1,0,9999
"19",3,98,"Lombardia","Lodi","Bertonico",98002,"Dati 2020 n.d.",16,320,0,0,0,0,0,9999,0,0,0,0,1,9999,0,0,0,0,1,9999
"20",3,98,"Lombardia","Lodi","Bertonico",98002,"Dati 2020 n.d.",16,328,0,1,0,0,0,9999,0,0,0,0,0,9999,0,1,0,0,0,9999
"21",3,98,"Lombardia","Lodi","Bertonico",98002,"Dati 2020 n.d.",18,330,1,0,0,0,0,9999,0,0,0,0,0,9999,1,0,0,0,0,9999
"22",3,98,"Lombardia","Lodi","Bertonico",98002,"Dati 2020 n.d.",16,406,0,0,0,1,0,9999,0,0,0,0,0,9999,0,0,0,1,0,9999
"23",3,98,"Lombardia","Lodi","Bertonico",98002,"Dati 2020 n.d.",16,412,1,0,0,0,0,9999,0,0,0,0,0,9999,1,0,0,0,0,9999
"24",3,98,"Lombardia","Lodi","Bertonico",98002,"Dati 2020 n.d.",16,426,0,0,0,0,0,9999,0,1,0,0,0,9999,0,1,0,0,0,9999
"25",3,98,"Lombardia","Lodi","Bertonico",98002,"Dati 2020 n.d.",19,426,0,0,0,0,0,9999,0,0,0,1,0,9999,0,0,0,1,0,9999
"26",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",16,101,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"27",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",18,101,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"28",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",19,101,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"29",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",11,102,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"30",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",15,102,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"31",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",16,102,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
"32",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",17,102,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"33",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",17,103,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"34",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",18,103,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"35",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",18,104,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"36",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",16,105,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"37",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",19,105,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"38",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",20,105,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"39",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",11,107,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"40",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",16,107,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"41",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",17,107,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"42",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",18,107,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
"43",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",16,108,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"44",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",18,108,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"45",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",14,109,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"46",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",17,109,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
"47",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",18,109,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"48",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",19,109,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,1,0
"49",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",17,110,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"50",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",18,110,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
"51",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",19,110,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"52",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",19,111,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"53",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",16,112,1,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,1
"54",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",18,112,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"55",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",11,113,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"56",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",18,113,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"57",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",15,114,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"58",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",17,114,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"59",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",19,114,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"60",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",20,114,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"61",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",11,115,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"62",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",17,116,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"63",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",17,117,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
"64",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",18,117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"65",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",15,118,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"66",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",17,118,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
"67",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",17,119,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
"68",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",11,120,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"69",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",16,120,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
"70",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",19,120,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"71",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",17,121,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"72",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",18,121,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"73",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",10,122,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"74",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",17,122,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"75",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",20,122,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"76",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",17,123,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"77",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",18,123,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"78",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",19,124,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"79",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",17,125,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"80",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",19,125,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
"81",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",17,126,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"82",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",15,127,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"83",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",17,127,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"84",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",18,127,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"85",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",16,128,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"86",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",19,128,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"87",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",15,129,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"88",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",18,129,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
"89",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",19,129,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"90",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",14,130,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"91",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",16,131,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"92",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",17,131,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"93",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",16,201,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
"94",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",19,201,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"95",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",19,202,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"96",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",18,203,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0
"97",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",19,203,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"98",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",15,204,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"99",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",18,204,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"100",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",19,204,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"101",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",17,205,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"102",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",14,206,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"103",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",18,206,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0
"104",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",19,206,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
"105",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",20,206,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"106",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",19,207,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
"107",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",0,208,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"108",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",16,208,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"109",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",18,208,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"110",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",19,208,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
"111",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",19,209,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"112",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",16,210,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"113",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",18,210,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"114",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",19,210,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"115",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",12,211,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"116",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",16,212,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
"117",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",18,212,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
"118",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",19,212,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"119",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",15,213,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"120",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",16,213,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"121",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",17,213,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"122",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",18,213,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"123",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",20,213,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"124",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",17,214,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"125",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",18,214,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
"126",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",19,214,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"127",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",15,215,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"128",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",16,215,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
"129",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",17,215,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"130",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",18,215,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
"131",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",10,217,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"132",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",14,217,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"133",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",16,217,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"134",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",17,218,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"135",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",19,218,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"136",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",16,220,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"137",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",17,220,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"138",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",18,220,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"139",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",16,221,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"140",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",18,221,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
"141",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",10,222,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"142",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",12,222,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"143",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",16,222,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
"144",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",17,222,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"145",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",10,223,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"146",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",11,223,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"147",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",14,223,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"148",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",15,223,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"149",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",12,224,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"150",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",15,224,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"151",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",16,224,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
"152",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",17,224,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"153",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",19,224,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"154",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",20,224,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"155",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",17,225,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"156",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",18,225,1,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0
"157",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",17,226,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"158",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",18,226,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
"159",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",14,227,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"160",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",16,228,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"161",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",15,229,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"162",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",15,301,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"163",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",16,301,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"164",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",17,301,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
"165",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",18,301,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"166",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",19,301,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"167",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",13,302,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"168",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",17,302,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
"169",3,98,"Lombardia","Lodi","Casalpusterlengo",98010,"1 aprile",18,302,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
